Time,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
1362406611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362406991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362407320,2.0,0.0,10.9090909090909,216.909090909091,0.0,0.0,1.63636363636364,1728.36363636364,0.0
1362407321,2.81818181818182,1.45454545454545,14.1818181818182,278.181818181818,0.0,0.0,2.18181818181818,3702.81818181818,0.0
1362407330,12.7272727272727,7.63636363636364,94.0,491.545454545455,0.0,0.181818181818182,2.36363636363636,54286.9090909091,0.0
1362407331,12.9090909090909,7.63636363636364,92.8181818181818,583.272727272727,0.0,0.181818181818182,2.09090909090909,62326.0909090909,0.0
1362407340,14.2727272727273,1.27272727272727,97.2727272727273,944.363636363636,0.0,0.181818181818182,2.27272727272727,134733.909090909,0.0
1362407341,14.2727272727273,1.27272727272727,91.0909090909091,944.727272727273,0.0,0.272727272727273,2.36363636363636,142812.454545455,0.0
1362407350,12.8181818181818,3.72727272727273,108.090909090909,2665.18181818182,0.0,0.181818181818182,2.36363636363636,190031.636363636,0.0
